Profile_Name,Rating_Star,Headings,Base_Reviews,category
sandy lozito,5.0 out of 5 stars,Food lovers dream,I love the recipes and the chefs they hostI also love you can get recipie a from theShows,user_experience
Amazon Customer,3.0 out of 5 stars,Include all ingredients in recipe list ... if in text.,"Missing multiple ingredients in the ""list"", but talks about them in the text anyway.",issue
Galez,1.0 out of 5 stars,Why so costly?,Too expensive,user_experience
SHANEEKA JACKSON,5.0 out of 5 stars,great,love this app. it is very  convenient and contains a variety of dishes.would definitely recommend this app. downloaded twice on kindle fire and ipad!,user_experience
Ang.....,5.0 out of 5 stars,Good,Good and nicec app,user_experience
Tara D.,4.0 out of 5 stars,good limited selection,"If you're looking for every recipe Food Network ever put out, you won't get it here. If you're looking for a nice solid collection of excellent recipes, this app is it. I actually like that I'm not overwhelmed with options. The pictures are lovely and the directions are easy to follow.",user_experience
Barbara Robertson,1.0 out of 5 stars,Can not get it to load properly.,The first page shows without problems. After that I get a notice that the program isn't working. I will try again later.,issue
MelfieSage,5.0 out of 5 stars,handy app for foodies like myself,I wasn't sure what to expect from this app......but it has far exceeded my expectations. I  am enjoying looking through all of the recipes that each chef offers. I tried a few this weekend and was thrilled how easy the app was to use from my kindle while cooking,user_experience
RedJosh,5.0 out of 5 stars,Awesome!,I love this app. It is easy to use and I find great recipes all of the time!,user_experience
Matthew,2.0 out of 5 stars,Redundant and not well made,"Massive paywall. Nothing that you couldn't just ask your Home speaker to tell you. Boring content. Overall, as bland as the recipes.",user_experience
KSI,1.0 out of 5 stars,Frequently crashes,The developers of this app need to get to work.  This app crashes at least twice each time I open it.,issue
Wish it worked,2.0 out of 5 stars,wish it worked,Really like this app to start.  Now for some reason it always shuts off when I try to access the recipe box.  Very disappointed.,issue
karolmoon,5.0 out of 5 stars,Five Stars,Love anything from Food Network. Trust their recipes to be good!,user_experience
Kon,2.0 out of 5 stars,apps crashes!,Apps crashes with certain chefs selection (i.e. chef giada recipe wont seem to load). When clicking on her recipes apps crashes. Same goes for majority of the chefs,issue
Busyladie,3.0 out of 5 stars,Free to try,I don't know how to download  the free trial without entering my credit card information,user_experience
Amazon Customer,5.0 out of 5 stars,Five Stars,LOVE IT!!!!,user_experience
Patty Swankoski,5.0 out of 5 stars,I love this app,I love this app! The recipes are easy to follow and I like that the degree of difficulty is given.,user_experience
Jojaka,1.0 out of 5 stars,Very disappointed.,"Couldn't get this to navigate to any recipes- just chef bios. Not to be rude, but I don't really care about their personal lives, that isn't my business or concern.",issue
Linda Johnson,3.0 out of 5 stars,Very Pretty Food,I LOVE FOOD I did cook some of the food and I think that it was good the way that it came out and very pretty looking,user_experience
Melissa Keane,5.0 out of 5 stars,Great app!,Much better to navigate!  Love it!  So easy to retrieve my recipe box now!  Thanks for the update!  Will use over and over!,user_experience
Pat,2.0 out of 5 stars,Pfft,Not sure what this is,user_experience
Lucian,5.0 out of 5 stars,tried a few recipes,They came out awesome love the app.,user_experience
Melva Wetherington,5.0 out of 5 stars,Five Stars,Great recipes when I need a to find a certain dish. Thanks,user_experience
Katherine Schaefer,1.0 out of 5 stars,crashes on my kindle fire,The only reason it for any stars is because they wasn't an option for no stars. This app looked very promising until I went to select a chef and then it stops working. Please fix because I would like to try it out.,issue
Veritas_AO,4.0 out of 5 stars,Not worth it,"If you want to watch FX shows other than ""how to"" shows, it's not worth it. They get rid of seasons on occasion and some of the ones they have are partial seasons.",user_experience
Ray Hunt,1.0 out of 5 stars,It is back I don't know about the quality of the station then via it too much money,Yeah you're cost is way too much for what you get on that channel so I didn't buy it,user_experience
Jamie Gross,4.0 out of 5 stars,good app-videos are great!,"The recipes are easy to follow and I haven't had a bad result yet! More pictures would be helpful, and maybe also reference the show or recipe book it came from, if that be the case (i.e. Alton Brown's food eats the early years). It would also be helpful to link recipe names better (ex. When searching for cheesecakes the pumpkin cheese cake would also show in cue). The videos help a lot when they are offered-especially if the terminology or equipment isn't something the average home cook would know/use.",user_experience
Jean McClean,5.0 out of 5 stars,Jean' s Opinion,"nice,Git this with the free coins Amazon sent me. I may not have paid for it but and so glad I got it.  Recipes to go with me where ever I am!  You can even link your saved recipes from The Food Network site on your Kindle.",user_experience
GR,1.0 out of 5 stars,Won't do this again,"What was I thinking, really poor value.",user_experience
cindy kubert,5.0 out of 5 stars,"This app a just right for me, if I'm ...","This app a just right for me, if I'm shopping and want to review an ingredient for a recipe I'm all set.",user_experience
Kindle Customer,2.0 out of 5 stars,yuck,I could not seem to get the app to stay connected long enough to find out what it was really like....so I cancelled itand will just stick to the internet for food related items...,feature
Susan Allen,5.0 out of 5 stars,Excellent,This app is very convenient. The recipes are great. Easy to use. Clear pictures and easy to read. I would recommend this to everyone.,user_experience
Jenalda,5.0 out of 5 stars,Five Stars,Wonderful recipes and easy ideas!!!,user_experience
Amazon Customer,4.0 out of 5 stars,good app,Really like having access to some of my favorite recipes on my Kindle. App works good but needs some tweaking.,user_experience
M. Thompson,5.0 out of 5 stars,Great pictures,"This has improved. There are a lot of pictures. There are a few videos. This is fun to browse the chefs' recipes, topics, or search a specific recipe. The best reason to use this app instead of going to a web site is when you want to look for new ideas.",user_experience
Pamela Panaro,5.0 out of 5 stars,Recipes at hand.,"I love this app for my tablet in the kitchen.  You can search for a recipe or choose from the food catagories, great.",user_experience
Nancy Billings,5.0 out of 5 stars,Five Stars,tried 2 different recipes and both were great.,user_experience
Tiegan,4.0 out of 5 stars,Finding Recipes,I like this app because it makes finding recipes from my favorite Food Network stars very easy. So far I love it!,user_experience
Kate,1.0 out of 5 stars,Could not activate,"I spent an hour chatting with Tech Support to try an activate this app on my kindle, and then lost internet. I was curious to see what it had, but not enough to waste any more time on it. Everything else works fine, but this says my account is temporarily locked. I'm done.",issue
Richard soto,5.0 out of 5 stars,Five Stars,Good and nicec app,user_experience
Alice Yovich,1.0 out of 5 stars,Can not get it to activate,I have tried 4-5 times to activate this app over the last two weeks. I put in my password and it takes me to a screen to put in an OTP number which I do. I think click sign-in and it will never take me past this page. I really want to use this app but I can't make it work and can't find any help or info about it.,issue
chelsea,4.0 out of 5 stars,good start,"Recipe box is great. Shopping list needs work, you should be able to delete stuff",user_experience
Eric Sandler,1.0 out of 5 stars,Just got it for the free stuff.,"Haven't played it, never will. I only 'bought' it for the free coins, and have since uninstalled the Amazon app store since it wouldn't install the one app I DID want to use. Sticking with Google from now on.",feature
nellieboo123,5.0 out of 5 stars,wonderful,This app is perfect for experimenting in the kitchen. It was so fun for my to cook this recipes. This is just awesome,user_experience
Mary K,5.0 out of 5 stars,Five Stars,Great recipes!!!,user_experience
kitty hooper,5.0 out of 5 stars,Five Stars,Good and nicec app,user_experience
sfgiant,1.0 out of 5 stars,Was a very useful app. Now it's utterly useless.,Can you make an app or at least have an update for the app that doesn't cause it to force close before it even opens? Seeing pictures of the chef's faces before it force closes is really awesome. Seeing Aaron Sanchez's face really helps me cook great!,issue
